query,ground,type,result,correct
用心后接单词数量大于5的句子,用心 (w){count>5},5,用心+(w){count>5},
六后接动词，动词长度为1,六 (v) 健全{len($1)=1},5,六+(v)+是{len($1)=1},
包含以v开头的动词，之后是面临，再之后是哪些，最后是长度不等于3的动名词,(v) 面临 哪些 (vn){len($2)!=3},5,(v)+面临+哪些+(vn){len($2)!=3},
包含长度不等于2的名词，之后是逗号，再之后是长度为2的副词,(n) ， 别 (ad){len($1)!=2; len($2)=2},5,(n)+，+的+(d){len($1)!=2; len($2)=2},
包含动词之后是什么，再之后是动词，且这两个动词相同，同时动词长度为2,(v)什么(v){$1=$2;len($1)=2},5,(v)是什么(v){$1=$2;len($1)=2},
包含社保之后是动词，再之后是属于，且这样的组合数量少于919个,社保 (v) 属于{count<919},5,社保+(v)+属于{count<919},1
动词后接非三个字的鸟，再接动词,(v) 鸟 (v){len($2)!=3},5,(v) 鸟 (v),
别说后面接的单词数量少于15个,别说~就是{len($1)<15},5,别说 (w){count<15},
动词后接了，再接动词，且两个动词不同且为单音节,(v)了又(v){$1!=$2;len($1)=1},5,(v) 了 (v) {$1!=$2; len($1)<=2},
的后接非三个字的名词，句尾为句点,的 (n) 。{len($1)!=3},5,的+(n)+。{len($1)!=3},1
名词后接名词，且两个名词相同,(n)就(n)了{$1=$2},5,(n)中的(n){$1=$2},
名词后接非三字,(n) 为{len($1)!=3},5,(n) 说{len($1)!=3},
给出后接超过2个u，再接相反,(给出)+(u)+相反{count>2},5,给出 (u) 相反{count>2},
名词和介词组成的短语，名词长度为2，介词长度不为2,(n)+(p){len($1)=2; len($2)!=2},5,(n) (p){len($1)=2; len($2)!=2},1
连词这时后面接非2长度的动词，后面紧跟才,这时 (r) 才{len($1)!=2},5,这时+(r)+才{len($1)!=2},
名词为后面接名词或动词，且两者长度均小于4,为(n)买(n){len($1)<4;len($2)<4},5,为+(n)+(v){len($1)<4; len($2)<4},
形容词希望后面接w后缀的词，出现次数少于955次,希望 (w){count<955},5,希望+(w){count<955},
包含'穿越'后面跟长度为2的名词的句子,穿越 (n){len($1)=2},5,穿越+(n){len($1)=2},1
包含名词后紧跟长度不超过4的单词的句子,(n) (w){len($1)<4},5,(n)+(w){len($1)<4},
包含'不如'后面跟动词，且膀子的长度超过1个字符的句子,(不如)(v)+膀子{len($1)>1},5,不如+(v)+膀子{len($1)>1},1
紧跟'十'，出现次数超过6次,(w) 十{count>6},5,(w)+十{count>6},
包含'突破性'和'还有'，且出现次数超过3次,突破性 (n) 还有{count>3},5,突破性+(n)+还有{count>3},
单音节动词后紧跟一个长度为2的形容词,./v (a){len($1)=2},5,./v+(a){len($1)=2},1
以'间'开头，紧跟名词，且出现次数超过3次,间+(n)+风采{count>3},5,间+(n){count>3},1
引发后面接国际，且第二个单词长度为2,(n) 引发 国际 (n){len($2)=2},5,(n)+引发+国际+(n){len($2)=2},
树后面接穷山，且穷山的数量少于868个,树 (w) 穷山{count<868},5,树+(w)+穷山{count<868},
融资后面接一个名词，且开头不包含称、拼、梅,融资+(n)+。{begin($1)!=[称+拼+梅]},5,融资+(n)+发展{begin($1)!=[称+拼+梅]},
包含农民工，后接一个名词，保护，且保护的长度不等于3个字符,农民工 (n) 保护{len($1)!=3},5,农民工+(n)+保护{len($1)!=3},1
包含叶，后接一个专名，出现次数少于212次,叶 (nr){count<212},5,叶+(nr){count<212},
包含两个相同的动词，也甭,(v)也甭(v){$1=$2},5,(v)也甭(v)也讫{$1=$2},
包含一个逗号，后接一个动词，紧跟你，出现次数少于603次,， (v) 你{count<603},5,，+(v)+你{count<603},1
卢后面接人名，之后是说，总实例数少于174,卢+(nr)+说{count<174},5,卢 (nr) 说{count<174},1
高居后面接名词，总实例数少于395,高居 (n){count<395},5,高居+(n){count<395},1
做好后面接一个长度大于1的f类词,做好+(f)+几{len($1)>1},5,做好+(f){len($1)>1},1
反后面接长度为2的动词，之后是节约,反 (v) 节约{len($1)=2},5,反+(v)+节约{len($1)=2},1
是后接单音节助词，且'晒'出现次数少于257次,是+(p)+晒{count<257},5,是+(u)+晒{count<257},1
镇年是单音节形容词，财政收入的长度不等于2,(a)+镇年+财政+收入+的+(q){len($1)=1; len($2)!=2},5,(ns) 镇 年 (a){len($1)!=2},
名词后接长度大于1的字,(n)+不{len($1)>1},5,(n)+(w){len($1)>1},
单音节动词与后面的单音节词相同,(v) (w){$1=$2},5,(v)+(w){$1=$2},
单词后接是、科学、精神，然后重复单词，两个单词内容相同,(w)+是+科学+精神+(w){$1=$2},5,(w)是(科学)精神(m){$1=$2},
名词后接两个的，这两个的不能相同,什么(n)的(n)的{$1!=$2},5,(n)两个的(n){$1!=$2},
同比后接一个动词，动词出现次数超过3次,同比+(v){count>3},5,同比+(v)+次{count>3},
以'd'开头的'上'出现次数大于6,(d) 上{count>6},5,(d)+上{count>6},
nr词性后紧跟着一个词性d，且师傅这个词是1个字，d词性长度不等于3,(nr) 师傅 (d){len($1)=1; len($2)!=3},5,(nr)+师傅+(d){len($1)=1; len($2)!=3},
将后面紧跟着一个长度为2的名词,将 (n){len($1)=2},5,将+(n){len($1)=2},1
"含有""他""，后面跟副词""单独""，且出现次数小于332",他+(d)+单独{count<332},5,他 (d) 单独{count<332},
"含有""说""和""不""，且两者相等",说(n)不(n){$1=$2},5,说(a)不(a){$1=$2},
没动词与就形容词相同的句子,没v就a{$1=$2},5,没(v)就(a){$1=$2},
名词前接'的'，且名词长度为2的句子,的+(n)+。{len($1)=2},5,hr+(n)+的{len($1)=2},
动词后接'的'再接动词，且两者相同位置的句子,(v)的又(v){$1=$2},5,(v) 的 (v) 了{$1=$2},1
依法后接政、跳、餐、惨之一，之后接句尾点的句子,依法 (v) 。{end($1)=[政 跳 餐 惨]},5,依法+(v)+。{end($1)=[政+跳+餐+惨]},
包含'曹道衡'，且'曹道衡'后面紧跟一个单词，出现次数超过8次,曹道衡 (w){count>8},5,曹道衡+(w){count>8},
'要'和'不'这两个动词完全相等，出现次数至少一次,要(v)+不+(v){$1=$2},5,要(v)不(v){$1=$2},
包含以'优化'开头的动词，且这个动词由升、杯、说、没四个词组成，后紧跟一个句号,优化+(v)+。{begin($1)=[升+杯+说+没]},5,优化+(v)+{begin($1)=[升+杯+说+没]},
包含以'探索'开头的n类词，且这个n类词长度为2,探索+(n)+收益{len($1)=2},5,(n) 探索{len($1)=2},
句子中包含z， '的'， 然后是n，并且整个元素长度为3,(z)+的+(n)+{len($1)=3},5,(z) 的 (n){len($1)=3},
句子中包含a后接的a，并且两个a相同,a中的a{$1=$2},5,(a)的(a){$1=$2},1
查询变后面跟一个n类型的词语，且不以怪+上开头,变 (n) ，{begin($1)!=[怪 上]},5,变+(n)+，{begin($1)!=[怪+上]},
查询不仅后面跟一个v类型的词语，且荣誉出现次数少于274次,不仅 (v) 荣誉{count<274},5,不仅+(v)+荣誉{count<274},1
查询地方后面跟一个v类型的词语，且就是出现次数大于9次,地方+(v)+就是{count>9},5,地方+(v){count>9},
d后接振一振，但振一振不包含粉、而、挑,(d)+振一振{end($1)!=[粉+而+挑]},5,(d) 振一振{end($1)!=[粉 而 挑]},
热情后接的动词以请、网、麽结尾,热情+(v)+。{end($1)=[请+网+麽]},5,热情 (v){end($1)=[请 网 麽]},1
经历后接改和而，出现次数少于306次,经历+(v){end($1)=[改+而]},5,经历+(p)+改+而{count<306},
(为何)后面紧跟一个长度为2的字符序列,为何 (r) 之{len($1)=2},5,(为何)板{len($1)=2},
一个动词后面紧跟一个或多个是，后面再跟一个形容词，且整个表达长度超过1,(v)+是+(r){len($1)>1},5,(v) 是 . 能 (i){len($1)>1},
民俗后面紧跟一个以[景 卖 美]结尾的名词，后面紧跟一个句点,民俗 (n) 。{end($1)=[景 卖 美]},5,民俗+(n)+。{end($1)=[景+卖+美]},1
nt后面紧跟一个以[韩 雪 拿]开始的晋级,(nt) 晋级{begin($1)=[韩 雪 拿]},5,(nt)+晋级{begin($1)=[韩+雪+拿]},
名词后接李旦，整个表达式长度不为3,(n) 李旦 (w){len($1)!=3},5,(n)+李旦+(w){len($1)!=3},
是后接单音节代词，且这样的组合数量超过3个,是 (r) 的{count>3},5,是+(r)+的{count>3},
党政后接名词，再接变身，且这样的组合长度为2,党政 (n) 变身{len($1)=2},5,党政+(n)+变身{len($1)=2},1
逗号后紧跟至少一个名词，该名词以业、子、赌结束；逗号后紧跟专家名词，该名词以业、子、赌结束,，+(n)+专家{end($1)=[业+子+赌]}，， (n) 专家{end($1)=[业 子 赌]},5,，+(n)+专家{end($1)=[业+子+赌]},
向、付动词长度均不超过4个字符；写好名词后不紧跟灵、现、付,向(r)付(r){len($1)<4;len($2)<4}，写好+(n)+的{begin($1)!=[灵+现+付]}，写好 (n) 的{begin($1)!=[灵 现 付]},5,向(v)好写好(n){len($1)<4;len($2)<4},
向(r)付(r){len($1)<4;len($2)<4}，写好+(n)+的{begin($1)!=[灵+现+付]}，写好 (n) 的{begin($1)!=[灵 现 付]},向(r)付(r){len($1)<4;len($2)<4}，写好+(n)+的{begin($1)!=[灵+现+付]}，写好 (n) 的{begin($1)!=[灵 现 付]},105,向(r)付(r){len($1)<4;len($2)<4}，写好+(n)+的{begin($1)!=[灵+现+付]},
动词之后的词语序列长度大于1，包括‘收受’和‘贿赂’,(v)+、+收受+贿赂+(u){len($1)>1},5,(v)+受人+(vn){len($2)>1; len($1)>1},
(v)+、+收受+贿赂+(u){len($1)>1},(v)+、+收受+贿赂+(u){len($1)>1},105,(v)+、+受人+贿赂+(u){len($1)>1},1
动词‘要’之后紧跟‘厂’，且整个动词序列长度为1,要+(v)+厂{len($1)=1},5,要 (v) 厂{len($1)=1},
动词、形容词和名词组成的序列前后相同,([v a n])是([v a n])了{$1=$2},5,(v)得(a)了{$1=$2},
‘柯洁’之后动词‘v’，且不以‘盘’、‘快’、‘紧’开头,柯洁+(v)+冠军{begin($1)!=[盘+快+紧]},5,柯洁+(v){begin($1)!=[盘+快+紧]},1
引入后邻接力量，且引入的长度为2个字符,引入+(n)+力量{len($1)=2},5,引入 (n) 力量{len($1)=2},
ns后邻接锻造，再后邻接一个长度为3的nz,(ns)+锻造+(nz){len($1)!=3; len($2)=3},5,ns+锻造+(nz){len($1)=2; len($2)=3},
行政后邻接挂牌，且开始部分由批、金、永构成,行政 (n) 挂牌{mid($1)=[批 金 永]},5,行政+(n)+挂牌{begin($1)=[批+金+永]},
a后邻接一个开始部分由艰、赚、表、建构成的的,(a) 的{begin($1)=[艰 赚 表 建]},5,(a)的{begin($1)=[艰+赚+表+建构]}{begin($2)=[艰+赚+表、建构],
座之后的名词以城、亮、雷、输开头，被作为句尾,座+(n)+被{begin($1)=[城+亮+雷+输]},5,座 (n) 影响{end($1)=[城 亮 雷 输]},
一之后的形容词不为2个字,一 (q) 深刻{len($1)!=2},5,一+(q)+密码{len($1)!=2},
给和供都是少于4个字的词,给(n)供(n){len($1)<4;len($2)<4},5,给(n)供(r){len($1)<4;len($2)<4},
细腻之后的大师以演、丁、勒、呢开头,细腻 (vn) 大师{begin($1)=[演 丁 勒 呢]},5,细腻+(vn)+大师{begin($1)=[演+丁+勒+呢]},
以'是'开头，后面跟一个名词得到的句子，且这个名词的长度不等于3,是 (n) 得到{len($1)!=3},5,是+(n)+得到{len($1)!=3},1
担当后面跟一个名词，且这个名词不以'无+空'作为结尾,担当+(n){end($1)!=[无+空]},5,担当+(n)+责任{end($1)!=[无+空]},
两个a也罢之间必须有不同内容,(a)也罢(a)也罢{$1!=$2},5,(a)也罢(a)必须{$1!=$2},
一个名词到底是不是另一个相同的名词,(n)到底是(n){$1=$2},5,(n)到底(n){$1=$2},
名词接哲学，后面接发展，以路+挨+刷+刘结尾,(ns) 哲学 发展 (n){end($2)=[路 挨 刷 刘]},5,(n)+哲学+发展+(n){end($2)=[路+挨+刷+刘]},
动词接热点，后面接读+鸡+装,热点+(v){end($1)=[读+鸡+装]},5,热点+读/v+鸡+装,
名词接是，后面接疑问代词，疑问代词长度不为2,(n)+是+(q){len($2)!=2},5,(n) 是 (w){len($1)!=2},
代词接一，出现次数大于3,(r) 一{count>3},5,(r)+一{count>3},1
逗号后紧跟着单音节动词，开头不为'嫌'、'微'、'不'、'每',，+(v)+更{begin($1)!=[嫌+微+不+每]},5,，+(v)+不{begin($1)!=[嫌+微+不+每]},
以'病'开头，后紧跟着单音节名词，'当'后紧跟着名词,(p)+病人+当+(n){len($1)=1},5,病 ../n 当,
钮小桦后紧跟着人名，结尾不为'怕'、'该'、'根',钮小桦 (nr){end($1)!=[怕 该 根]},5,钮小桦+(nr){end($1)!=[怕+该+根]},1
人名后紧跟着三个音节的动词，动词结尾为'无嫌徐',(nr)+早就+(v){len($1)=3; end($2)=[v+无+嫌+徐]},5,(nr)+(v){end($1)=[无嫌+徐]},
了后紧跟名词，名词末尾不为[超， 嫌],了+(n)+。{end($1)!=[超+嫌]},5,了 (n) 之中{end($1)!=[超 嫌]},
名词+不+名词，且两名词完全相同,(n)不(n)的{$1=$2},5,(n)不(n){$1=$2},1
NR后紧跟面露，之后紧跟名词，NR长度小于3，名词长度大于1,(nr) 面露 (n){len($1)<3; len($2)>1},5,(nr)+面露+(n){len($1)<3; len($2)>1},
两个名词相同,(n)终归是(n){$1=$2}+,5,../n../n,
吴春说后面跟着一个单词，且实例数量少于767,吴春说+(w){count<767},5,吴春 (w){count<767},
一个动词和一个由两个字符组成的词,(v) (t){len($1)=1; len($2)=2},5,(v)+(t){len($1)=1; len($2)=2},
"贵州后面跟着一个名词，且该名词以""县 俩 娘""开始",贵州 (n) 通{begin($1)=[县 俩 娘]},5,贵州 (n),
"这后接副词，且""这""的长度不等于2个字符",这+(d)+为{len($1)!=2},5,这+(d)+于{len($1)!=2},
"动词后接""惠民、实绩、贴心""，且排除由""力、哎、血、订""组成的组合",(v)+惠民+，+实绩+贴心+(w){begin($1)!=[力+哎+血+订]},5,(v) 惠民 实绩 贴心 (w){$1!=[力 哎 血 订]},
说的出现次数少于637次,说 (w){count<637},5,说+(w){count<637},
"逗号后接名词，且""为重""的长度大于1个字符",， (n) 为重{len($1)>1},5,，+(n)+为重{len($1)>1},1
中非后接的动词组长度为2的句子,中非+(v)+共赢{len($1)=2},5,中非+(v)+满足{len($1)=2},
在职后接的名词不以再+度+特开始的句子,在职+(n){begin($1)!=[再+度+特]},5,在职 (n){begin($1)!=[再 度 特]},
所有后接的动名词数量小于582的句子,所有 (vn) 的{count<582},5,所有+(vn)+的{count<582},
观察后接名词，观察长度为2个字符,观察(n)*w{len($1)=2},5,观察+(n){len($1)=2},1
更多后接名词，话题长度大于1,更多 (n) 话题{len($1)>1},5,更多+(n)+话题{len($1)>1},1
名词后接'不'，再接名词，内容相同,什么(n)不(n)的{$1=$2},5,(n)不(n){$1=$2},
方后接动词，进步长度为1个字符,方 (v) 进步{len($1)=1},5,方+(v)+进步{len($1)=1},1
卖和给的长度均小于4个字符,卖(n)给(n){len($1)<4;len($2)<4},5,卖(r)给(r){len($1)<4;len($2)<4},
暴风的长度为2个字符,暴风(v){len($1)=2},5,暴风(n)*w{len($1)=2},
以幸运开头的单词，单词长度为1,(d) 幸运{len($1)=1},5,(d)+幸运{len($1)=1},
包含'效乡贤'的成语，长度不为5,(i) 效乡贤{len($1)!=5},5,(i)+效乡贤{len($1)!=5},
长度小于3的名词,(n) 该{len($1)<3},5,(n)+说{len($1)<3},
以'立区'开头的动词后接'一个'，单词长度不为2,(立区) (v) 一个{len($1)!=2},5,(立区)+(v)+一个{len($1)!=2},
名词后接连词，名词长度为2，连词长度不为2,(n)+(c){len($1)=2; len($2)!=2},5,(n) 连(n){len($1)=2; len($2)!=2},
违法后接名词，然后是低，且名词的实例数量大于7,违法+(n)+低{count>7},5,违法 (n) 低{count>7},1
第二后接未知词，然后是组织，且未知词实例长度不等于2,第二+(q)+组织{len($1)!=2},5,第二 (n) 组织{len($1)!=2},
名语素后接逗号，然后是改革，且改革的实例长度不等于3,(m) ， 改革 (v){len($2)!=3},5,(m)+，+改革+(v){len($2)!=3},
银行后接动词，动词后不接赖、哪、湖,银行 (v) 吗{begin($1)!=[赖 哪 湖]},5,银行+(v)+吗{end($1)!=[赖+哪+湖]},
的理想后接名词，名词长度小于3,的 (u) 理想 (n){len($2)<3},5,的 (n) 理想{len($1)<3},
名词后接也，也后不接白、病、朋、活,(n)+也+有+(n){end($1)!=[白+病+朋+活]},5,(n) 也{end($1)!=[白 病 朋 活]},
就后接副词，副词出现次数少于734次,就+(u)+落地生根{count<734},5,就 (d) 事{count<734},
包含一个人名后面紧跟'一流'、后面是一个长度为2的名词的句子,(nr) 一流 (n){len($1)=2},5,(nr)+一流+(n){len($1)=2},
包含助词后跟'倒是'和动词，且实例数量少于452的句子,(w)+倒是+(v){count<452},5,倒是+(w)+、{count<452},
包含两个相同的动词，如'是'的句子,(v)是(v){$1=$2},5,是(v)是(v){$1=$2},
包含'私分'后跟动词，动词后又跟着'挪用'，且实例数量少于878的句子,挪用 (w) 私分{count<878},5,私分+(v)+挪用{count<878},1
包含少于228个实例的'机遇',机遇 (w){count<228},5,机遇+(w){count<228},
单音节词'w'后接'w'，且两者相同,（w）+(a){$1=$2},5,(w)中的(w){$1=$2},
动词后接'经济'，且动词开始于'应'、'陪'、'如'、'知'之一,积极 (v) 经济{begin($1)=[应 陪 如 知]},5,经济 (v){begin($1)=[应 陪 如 知]},
形容词后接名词，且名词长度为2,绿色+(n)+何处{len($1)=2},5,两 (n){len($1)=2},
描述了'鼎力'出现超过两次的句子,(n) 鼎力{count>2},5,鼎力 (w){count>2},
描述了'环保局'后紧跟一个名词，以'副 换'开头的句子,环保局 (n) 叶励光{begin($1)=[副 换]},5,环保局+(n)+副+换,
描述了'方'后紧跟一个动词，动词出现次数少于580次的句子,方 (v) 成{count<580},5,方+(v)+到{count<580},
描述了'r'后紧跟一个由多个词组成的组合，组合长度不为3的句子,(r) 一 件 无比 遗憾 的 (n){len($1)!=3},5,(r)+法+头{len($1)!=3},
形容词后接'冷眼'，再接形容词，实例数量大于7,(r) 冷眼 向 (a){count>7},5,(r)+冷眼+(a){count>7},
内府后接动词，动词长度大于3,内府 (v) 。{len($1)>3},5,内府+(v)+。{len($1)>3},
和后接名词，名词的开始不能是'产、望、生、按',和 (n) 发展{begin($1)=[产 望 生 按]},5,和+(n)+发展{begin($1)=[产+望+生+按]},
农民后接动词，动词长度为2,(农民) (v) 不{len($1)=2},5,农民 (v) 适应{len($1)=2},
序列以化结尾，长度为3的序列,(~){end($1)=[化];len($1)=3},5,(n)+化{len($1)=3},
的后面接形容词，一作为内容，一前面包含关+赚,的 (a) 一{begin($1)=[关 赚]},5,的+(a)+一{begin($1)=[关+赚]},
天价后面接动名词，费用作为内容，天价不包含很+踢+德+嫁,天价 (vn) 费用{begin($1)!=[很 踢 德 嫁]},5,天价+(vn)+费用{begin($1)!=[很+踢+德+嫁]},
模式后面接模式，转型作为内容，出现次数大于9,模式+(u)+转型{count>9},5,模式+(t)+转型{count>9},
两个名词，第一个和第二个不同,(n)也好(n)也罢{$1!=$2},5,(n)+(n){$1!=$2},1
薪火相传后面接的字，莫过于斯出现次数小于476,薪火相传 (w) 莫过于斯{count<476},5,薪火相传+(w)+莫过于斯{count<476},
企业后面接的动词，长度不等于3,企业+(v)+提升{len($1)!=3},5,企业+(v)+说{len($1)!=3},
王浩伦后面接的动词，长度不等于3,王浩伦 (v) 。{len($1)!=3},5,王浩伦+(v)+。{len($1)!=3},
包含'为'和'冬泳'，且'为'后面不包含'未+红',为 (t) 冬泳{end($1)!=[未 红]},5,为+(nr)+冬泳{end($1)!=[未+红]},
机房为双音节动词,机房*v,6,机房 /v,
才后面跟单字连词，再接了,才.了w,6,才..+了,
你们..之后直接接起来,你们.. 起来w,6,你们.. 起来,
好像后离合出现再接了,好像*了。,6,好像*了,
我..之后加上一个字后接了,我.+v了,6,我..+了w,
她后邻一个词，这个词以+开头，再接一个词w的句子,她.+起来w,6,她.+*w,
也许后接一个词，这个词以*开头，再接分明的句子,也许*分明,6,也许*了。,
我后接一个连词，然后是上来,我.. 上来w,6,我..+上来w,
动词下后面离合出现害怕,V下*害怕,6,下*害怕,
是后面离合出现的、,是*的、,6,是*的，,
动词后接得d，再接句尾,v得d.w,6,得d+,
一后加一个词，这个词后接是一，再接一个点,(a)一(.)是一(.),6,一.是一.,
都快后接一系列标点符号，再接了,都快...........了,6,都快....了,
恐怕后面离合出现死活,恐怕*死活v,6,恐怕*死活,1
一后接一个动词，该动词是就,一*就,6,一(v)就,
nr后接一个动词，该动词是征服了,nr*征服了,6,nr 征服了,
即使后接一个表示进一步的词,即使*再,6,即使~了,
似乎后接一个表示感叹的词、一个标点符号,似乎*啊。,6,似乎*吧！,
有什么后面隔一个字后接的是,有什么.的,6,有什么.的是,1
数字一后面隔一个字后接一再隔一个字后接数字,一.一.,6,一.一再.数字,
怎么说你后面离合出现好,怎么说你*好,6,怎么说*好,
不后面隔一个或多个字后接甚至,不...甚至,6,不.甚至,
~的符号后面紧接就是了,~就是了,6,~*就是了,
按后面离合出现说并出现句尾,按*说w,6,按* say 。,
照后面离合出现说,w照*说,6,照*说,1
那后面邻接量词和名词,那.m q n,6,那二q n,
动词后面接单个词性元素,v个@,6,v不.,
是后面离合出现一个词性元素、动词、的、ng、一个词,是+*+v+的+ng+w,6,是*的ng,
w后面隔一个字后接十有、九或包含一个词后接十有、九,w十有*九w,6,w十.九w,
牛后面隔一个字后接一个词或包含一个词后接一个词,牛....头,6,牛..+,
逢后面隔一个字后接必,逢..必,6,逢...必,
一后面隔一个字后接了之,一.了之,6,一.之,1
药房后接单音节动词,药房*v,6,药房./v,1
只要后面离合出现就,只要*就*,6,只要*就,1
被后接多个动词,被*+v+v+v,6,被v*v,
名词后接一个词,n的~vn,6,n+~,1
他后面加上回再接去w,他.+回去w,6,他.回.去w,
龙后面隔一个字后接虎.,龙.虎.,6,龙..+虎.,
她后面跟两个省略号，然后是过去,她.. 过去w,6,她..+过去w,
你后面跟一个名词，然后是省略号，最后是逗号,你一个...........，,6,你一个*，,
句尾有空格隔开的来和去,.来.去,6,./v来 ./v去,
看在特定词性后面，再接表示脸上的词,看在@的脸上,6,看在@脸上,
形容词后面跟着的回忆,a.回忆,6,a的回忆,1
n们后接.，然后直接.v了,n们. .v了,6,n们.v了,
她后接句点，然后是进去w,她. 进去w,6,她.进去w,
她后接一个词，该词后接下去。,她.+下去w,6,她..+下去w,
张后面隔一个字后接弛。,w张.弛w,6,张..弛,
他后面直接接起来。,他.. 起来w,6,他. 起来,
动词后接起来。,v起.来+,6,v起来,1
句尾是‘绝了’，中间可能有标点符号，最后以感叹号结尾,.绝了！,6,绝了 ./n,
指示代词'那'后接多个元素，表示特定的指示或描述,那........m+q+n,6,那这些,
在后面离合出现下，然后下后面接一个词性,在*下w,6,在*下*,
以你开头，后接.，紧接着回去，最后以w结尾。,你. 回去w,6,你.回去w,1
动词后面跟上、甜美,v上*甜美,6,v上甜美,1
别有作为一个整体词,别有*风味,6,别有,1
比后面跟..，然后跟的,比..的,6,比..然后的,
w后面离合出现而不是,w而不是*,6,w*w而不是,
逢后面跟一个省略号，省略号后面跟一个字，再跟一个必字,逢.....必,6,逢....必,
再后接一个词性，即再后接一个词,再@也,6,再v+w,
了后面隔一个字后接来,了..来,6,了.来w,
是后面紧跟@，再接的单词以w结尾,是 * @ 的w,6,是@的w,
非后邻形容词或动词或名词、再接不可,几乎*好像,6,大概*吧！,
非后邻形容词或动词或名词、再接不可,几乎*好像,6,似乎*了,
非后邻形容词或动词或名词、再接不可,几乎*好像,6,似乎*？与？,
非后邻形容词或动词或名词、再接不可,几乎*好像,6,或许*吧,
觉得后接一个词性,我觉得@,6,觉得@,
你们一个后面离合出现某词，最后是分号,你们一个*；,6,你们一个*，,
猪后接一个词，中间隔一个或多个字后接'口',猪...口,6,猪..口,
进后面隔一个字后接来,进...来,6,进.来,1
只后面隔一个字后接没,只...没,6,只.没,1
随后面离合出现而,随*而*,6,随后*而,1
你后面隔多个字后接一个,你一个..........，,6,你一个.....,
仅后面跟着句尾符号，句尾符号跟着就,仅...就...,6,仅..就,
d后面跟再，再后接一个词，这个词后接吧,d 再.吧,6,d+再.吧,
拿后面离合出现一个词，然后是来说，后面是标点。,拿*来说，,6,拿*来说。,
看后面离合出现一个词，然后是把，再接多个字，然后是v，最后是得。,看把...v得,6,看*把...v得,
时间后面跟着一个像的比喻词，后面跟着名词,时间像..n,6,时间像r n,
向后面跟着空格，然后是一字的动词,向..   一v,6,向  ./v,1
时间是后接形容词，形容词后接名词,时间是a*n,6,时间+a+n,1
一个由多个点构成的短句，后接半晌,.半晌,6,......半晌,
动词后接上，然后离合出现雀跃,V上*雀跃,6,v上*雀跃,1
"是后面离合出现的""，""为标点符号","是*的""",6,是*的，,1
你们后面隔一个或多个字后接一个词，该词后接的为逗号,你们一个........，,6,你们一个*，,1
这样后接一个字后接就,这样一.就,6,这样~就,
她后接一个词性为动词的词后接了,她.+v了,6,她V了,1
你后接一个词性为数词的词后接一个词性为形容词的词后接一个逗号,你一个*的，,6,你一个*，,
说句后面隔一个字后接话,说句...话,6,说句.....话,
w表示句首，吸后面隔一个字后接呼，w表示句尾,w吸.呼w,6,w呼.吸w,
东后面隔一个字后接西,.东.西,6,w东.西w,
开始后面紧接动词V再接上,开始*V上,6,开始V上,1
把后面紧接一个形容词再接到,把.a到,6,把*a到,
这样接一系列不确定的字，最后是就，表示结果或结论。,这样一..就,6,这样/r 这样/r 就,
那后面接一系列不确定的字，然后是一个量词和名词，表示数量或状态。,那 ..m q n,6,那..q+n,
仅后面接一个量词，表示数量的限定。,仅*m,6,仅+*w,
w后面离合出现前后,w后.前w,6,w前后*,
该后面词性为n的词，再接@,该n @,6,该n+@,1
我后邻空格，然后是进来,我. 进来w,6,我.. 进来w,
既后邻一个由点、点组成的元素，然后是逗号，再后邻另一个由点、点组成的元素,既...，又...,6,既..，又..,
恐怕后面离合出现的，然后是句尾符号。,恐怕*的。,6,恐怕*吧。,
即将发生，可能含有省略的字或标点,就要...了,6,即将+../b,
都快后连续多个点后接'了',都快..............了,6,都快....了,
他后面隔一个或多个字符后接上，再接去，之后是w,他. 上去w,6,他..+上+去w,
动词后接机房,v*机房,6,v机房,1
草房后接动词,草房*v,6,草房 v,1
到底后面隔一个或多个字后接问号,到底...吗,6,到底..？,
动词后面连接病房,v*病房,6,v病房,1
他们是单字短句，句首前标点，或。，句尾符号不限，后面加一个空格，再接上来w,他们..+上来w,6,他们..+ here w,
我后面跟一个表示动作或状态的词，动作或状态词后面跟一个离合词,我.+下来w,6,我..+下去w,
她后面跟一个表示动作或状态的词，动作或状态词后面跟一个离合词,她..+回来w,6,她. 过去w,
..后面隔一个字后接一个词,望..兴叹,6,...的,
名词后面跟一个词或多个词，然后是再后面隔一个字后接吧。,n+再.吧,6,n[， 。]再吧,
s后面是再后面隔一个字后接吧。,s 再.吧,6,s+再.吧,1
她们后面接..符号，再接下去动词,她们.. 下去w,6,她们..+下去w,
说句后面隔一个字后接话,说句...话,6,说句....话,
她们后面隔一个词后接过去。,她们.. 过去w,6,她们..+过去w,
对后面离合出现的名词。,对*的n,6,对*名,
不如后面离合出现的好。,还不如*的好。,6,不如*的好。,1
里后面隔一个字后接.,里..,6,里.,
报后面隔一个字后接.,报不.,6,报... .,
谁后面隔一个字后接 能,谁.能,6,谁..能,
